"UsageDate","ResourceId","ResourceType","ResourceLocation","ResourceGroupName","ServiceName","ServiceTier","Meter","CostUSD","Cost","Currency"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot GRS Write Operations","0.00014951759471","0.012251382","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot Other Operations","0.000016446919309","0.0013476507","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot Read Operations","0.000001495174483","0.0001225137","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Bandwidth","Geo-Replication Data transfer","0","0","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Bandwidth","Geo-Replication v2 Data transfer","0.000010082853182","0.00082618294","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","General Block Blob v2 Hierarchical Namespace","Hot GRS Write Operations","0.000423633185012","0.034712249","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","General Block Blob v2 Hierarchical Namespace","Hot Other Operations","0.000016293563292","0.0013350848","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","General Block Blob v2 Hierarchical Namespace","Hot Read Operations","4.7922245e-7","0.0000392672","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Tables","GRS Batch Write Operations","0.000001483652553","0.0001215696","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Tables","GRS Write Operations","1.72517739e-7","0.000014136","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-2-mgd/providers/microsoft.storage/storageaccounts/dbstorageswxtfez7btnuc","microsoft.storage/storageaccounts","EU North","adb-poc-ws-2-mgd","Storage","Tables","Read Operations","1.72517739e-7","0.000014136","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.compute/disks/a1824936dcc64f4e88642b8c94e85cc8-0-scratchvolume","microsoft.compute/disks","EU North","adb-poc-ws-mgd","Storage","Premium SSD Managed Disks","P10 LRS Disk","0.025389467744211","2.08039775328","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.compute/disks/a1824936dcc64f4e88642b8c94e85cc8-containerrootvolume","microsoft.compute/disks","EU North","adb-poc-ws-mgd","Storage","Premium SSD Managed Disks","P15 LRS Disk","0.048965400959245","4.012195575359999","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.compute/virtualmachines/a1824936dcc64f4e88642b8c94e85cc8","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd","Bandwidth","","Standard Data Transfer Out","0.000057726795041","0.004730098949604","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.compute/virtualmachines/a1824936dcc64f4e88642b8c94e85cc8","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","0.00006758326221","0.005537731955478","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.compute/virtualmachines/a1824936dcc64f4e88642b8c94e85cc8","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd","Virtual Machines","Dv2/DSv2 Series","D3 v2/DS3 v2","0.298285323667256","24.441320450101006","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.network/publicipaddresses/a1824936dcc64f4e88642b8c94e85cc8-publicip","microsoft.network/publicipaddresses","EU North","adb-poc-ws-mgd","Virtual Network","IP Addresses","Basic IPv4 Dynamic Public IP","0.004535580024069","0.371642705824215","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.storage/storageaccounts/dbstorageawpxbmflab7t6","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot GRS Iterative Read Operations","0.000161977394269","0.0132723305","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.storage/storageaccounts/dbstorageawpxbmflab7t6","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot GRS Write Operations","0.000224276392065","0.018377073","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.storage/storageaccounts/dbstorageawpxbmflab7t6","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot Other Operations","0.000010466221378","0.0008575959","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.storage/storageaccounts/dbstorageawpxbmflab7t6","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot Read Operations","4.98391494e-7","0.0000408379","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.storage/storageaccounts/dbstorageawpxbmflab7t6","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd","Storage","Bandwidth","Geo-Replication Data transfer","0","0","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.storage/storageaccounts/dbstorageawpxbmflab7t6","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd","Storage","Bandwidth","Geo-Replication v2 Data transfer","0.000008453494778","0.00069267429","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.storage/storageaccounts/dbstorageawpxbmflab7t6","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd","Storage","General Block Blob v2 Hierarchical Namespace","Hot GRS Write Operations","0.000224276392065","0.018377073","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.storage/storageaccounts/dbstorageawpxbmflab7t6","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd","Storage","General Block Blob v2 Hierarchical Namespace","Hot Other Operations","0.000010542893895","0.0008638784","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.storage/storageaccounts/dbstorageawpxbmflab7t6","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd","Storage","Tables","GRS Batch Write Operations","3.4503548e-8","0.0000028272","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.storage/storageaccounts/dbstorageawpxbmflab7t6","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd","Storage","Tables","GRS Write Operations","1.72517739e-7","0.000014136","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd/providers/microsoft.storage/storageaccounts/dbstorageawpxbmflab7t6","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd","Storage","Tables","Read Operations","1.72517739e-7","0.000014136","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/disks/75764b16c7af4edfac20f67b558a3a78-0-scratchvolume","microsoft.compute/disks","EU North","adb-poc-ws-mgd-rg","Storage","Premium SSD Managed Disks","P10 LRS Disk","0.025389467744211","2.08039775328","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/disks/75764b16c7af4edfac20f67b558a3a78-containerrootvolume","microsoft.compute/disks","EU North","adb-poc-ws-mgd-rg","Storage","Premium SSD Managed Disks","P15 LRS Disk","0.048965400959245","4.012195575359999","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/disks/8165f8d378d54bdfabedc28816a57616-0-scratchvolume","microsoft.compute/disks","EU North","adb-poc-ws-mgd-rg","Storage","Premium SSD Managed Disks","P10 LRS Disk","0.025389467744211","2.08039775328","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/disks/8165f8d378d54bdfabedc28816a57616-containerrootvolume","microsoft.compute/disks","EU North","adb-poc-ws-mgd-rg","Storage","Premium SSD Managed Disks","P15 LRS Disk","0.048965400959245","4.012195575359999","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/disks/902365f5e4cc47cfadfa9f299d26fdf5-0-scratchvolume","microsoft.compute/disks","EU North","adb-poc-ws-mgd-rg","Storage","Premium SSD Managed Disks","P10 LRS Disk","0.025389467744211","2.08039775328","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/disks/902365f5e4cc47cfadfa9f299d26fdf5-containerrootvolume","microsoft.compute/disks","EU North","adb-poc-ws-mgd-rg","Storage","Premium SSD Managed Disks","P15 LRS Disk","0.048965400959245","4.012195575359999","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/disks/a2c8f7ac995146b68cbefcf09733c650-0-scratchvolume","microsoft.compute/disks","EU North","adb-poc-ws-mgd-rg","Storage","Premium SSD Managed Disks","P10 LRS Disk","0.203115741953685","16.64318202624","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/disks/a2c8f7ac995146b68cbefcf09733c650-containerrootvolume","microsoft.compute/disks","EU North","adb-poc-ws-mgd-rg","Storage","Premium SSD Managed Disks","P15 LRS Disk","0.391723207673959","32.09756460287999","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/virtualmachines/4b5535ecdbc3460a88d6e801a3c7d531","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd-rg","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","0.000056633002019","0.004640474205659","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/virtualmachines/4b5535ecdbc3460a88d6e801a3c7d531","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd-rg","Virtual Machines","Dv2/DSv2 Series","D3 v2/DS3 v2","0.159648364416359","13.081491191258003","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/virtualmachines/75764b16c7af4edfac20f67b558a3a78","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd-rg","Virtual Machines","Dv2/DSv2 Series","D3 v2/DS3 v2","0.050415272973587","4.130997218292001","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/virtualmachines/8165f8d378d54bdfabedc28816a57616","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd-rg","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","7.6319195e-8","0.000006253549015","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/virtualmachines/8165f8d378d54bdfabedc28816a57616","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd-rg","Virtual Machines","Dv2/DSv2 Series","D3 v2/DS3 v2","0.046214000225788","3.786747450101001","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/virtualmachines/902365f5e4cc47cfadfa9f299d26fdf5","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd-rg","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","0.000017646051088","0.001445906838503","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/virtualmachines/902365f5e4cc47cfadfa9f299d26fdf5","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd-rg","Virtual Machines","Dv2/DSv2 Series","D3 v2/DS3 v2","0.050415272973587","4.130997218292001","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/virtualmachines/a2c8f7ac995146b68cbefcf09733c650","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd-rg","Bandwidth","","Standard Data Transfer Out","0.000064996830904","0.005325801326137","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/virtualmachines/a2c8f7ac995146b68cbefcf09733c650","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd-rg","Bandwidth","Inter-Region","Intra Continent Data Transfer Out","0.000346560749675","0.028396979891948","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.compute/virtualmachines/a2c8f7ac995146b68cbefcf09733c650","microsoft.compute/virtualmachines","EU North","adb-poc-ws-mgd-rg","Virtual Machines","Dv2/DSv2 Series","D3 v2/DS3 v2","1.9913679924714098","163.17149848231404","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.network/publicipaddresses/a2c8f7ac995146b68cbefcf09733c650-publicip","microsoft.network/publicipaddresses","EU North","adb-poc-ws-mgd-rg","Virtual Network","IP Addresses","Basic IPv4 Dynamic Public IP","0.034090863519723","2.793384902288045","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.storage/storageaccounts/dbstorage5jt2p6yxhblwk","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd-rg","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Delete Operations","0","0","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.storage/storageaccounts/dbstorage5jt2p6yxhblwk","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd-rg","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot GRS Iterative Read Operations","0.000323954788539","0.026544661","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.storage/storageaccounts/dbstorage5jt2p6yxhblwk","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd-rg","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot GRS Write Operations","0.001345658352392","0.110262438","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.storage/storageaccounts/dbstorage5jt2p6yxhblwk","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd-rg","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot Other Operations","0.000057315021833","0.0046963585","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.storage/storageaccounts/dbstorage5jt2p6yxhblwk","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd-rg","Storage","Azure Data Lake Storage Gen2 Hierarchical Namespace","Hot Read Operations","0.000001495174483","0.0001225137","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.storage/storageaccounts/dbstorage5jt2p6yxhblwk","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd-rg","Storage","Bandwidth","Geo-Replication Data transfer","0","0","INR"
"2023-08-01","/subscriptions/bd798494-32ba-4eb2-8e27-c6852eb9bcbe/resourcegroups/adb-poc-ws-mgd-rg/providers/microsoft.storage/storageaccounts/dbstorage5jt2p6yxhblwk","microsoft.storage/storageaccounts","EU North","adb-poc-ws-mgd-rg","Storage","Bandwidth","Geo-Replication v2 Data transfer","0.000032913039759","0.00269687473","INR"
